17.015625,15.43359375,19.36328125,18.45703125,15.89453125,14.51171875,16.86328125,17.78125,17.37890625,14.81640625,18.3046875,16.875,16.08984375,14.734375,17.703125,18.55859375
15.94140625,13.296875,14.5546875,16.4921875,16.484375,12.84765625,14.0234375,16.40625,16.48828125,12.0703125,13.29296875,16.00390625,18.171875,13.41015625,16.015625,17.6328125
15.953125,15.3125,17.08984375,16.48828125,13.359375,15.5625,15.0078125,15.27734375,16.03515625,14.9765625,15.85546875,15.55078125,16.5,15.47265625,15.52734375,16.17578125
17.68359375,16.92578125,17.79296875,17.9375,16.515625,16.19921875,15.921875,16.390625,15.73828125,16.73046875,15.29296875,17.69140625,17.87109375,18.02734375,17.27734375,18.84765625
14.04296875,15.63671875,17.125,17.85546875,14.08984375,15.0078125,15.62109375,16.9375,13.68359375,15.296875,16.36328125,19.12109375,14.77734375,14.5625,17.38671875,18.17578125
16.2265625,15.76953125,15.7421875,14.38671875,14.28125,15.6171875,14.17578125,13.33203125,14.24609375,15.8203125,14.34765625,14.36328125,15.40625,15.7890625,17.390625,14.8046875
16.0234375,14.19140625,15.4609375,17.30078125,13.77734375,13.6640625,13.578125,16.29296875,13.03515625,12.8828125,14.05859375,15.66796875,15.02734375,14.64453125,14.94140625,15.04296875
16.09765625,16.45703125,15.59375,16.5,15.19140625,14.2890625,15.36328125,15.64453125,15.25390625,15.7890625,14.1484375,15.97265625,17.54296875,16.640625,14.65234375,16.77734375
14.61328125,16.07421875,16.51953125,17.875,15.20703125,14.90625,14.4140625,17.07421875,16.15234375,14.54296875,15.8828125,17.32421875,15.42578125,14.93359375,16.37890625,16.515625
15.46875,15.80078125,18.06640625,16.40625,13.9921875,14.69140625,16.75390625,15.69140625,13.99609375,15.29296875,17.06640625,15.58203125,15.140625,16.26953125,18.96875,15.87890625
14.59375,15.328125,14.3984375,15.515625,13.5703125,15.10546875,12.5,13.421875,12.81640625,14.9921875,12.35546875,14.3046875,15.484375,15.36328125,14.35546875,14.609375
17.40234375,14.97265625,17.34765625,14.96484375,16.8125,13.1484375,16.23046875,14.53125,16.0703125,14.0234375,16.95703125,14.84375,17.77734375,15.25390625,16.98046875,15.94140625
15.25390625,15.26953125,16.69140625,16.45703125,14.76953125,14.4765625,16.06640625,15.92578125,15.7890625,14.76953125,15.89453125,15.96484375,16.46875,16.65234375,17.1015625,17.44140625
17.265625,14.62109375,17.21875,16.9375,15.23828125,13.64453125,14.16796875,16.26953125,15.68359375,14.46875,16.10546875,15.87109375,16.7890625,13.78125,16.48828125,17.52734375
15.171875,16.34765625,15.3359375,16.87109375,13.5703125,15.61328125,13.1015625,16.60546875,13.7890625,15.17578125,13.375,17.67578125,15.5546875,15.64453125,15.0625,16.6796875
16.81640625,16.5859375,14.28125,17.51953125,15.59375,15.07421875,12.69140625,15.50390625,16.3046875,14.92578125,13.78515625,16.3515625,18.0078125,15.49609375,14.16015625,17.73828125
13.9140625,20.09765625,17.8671875,16.5078125,13.4453125,17.921875,16.03515625,15.1796875,13.9296875,18.70703125,15.484375,16.0234375,13.64453125,18.91796875,15.86328125,16.1328125
18.4453125,16.0390625,15.375,15.4453125,15.91015625,13.77734375,13.703125,13.6953125,16.5078125,15.46484375,14.765625,14.08984375,17.27734375,16.27734375,14.4375,15.51171875
17.90234375,14.61328125,17.80859375,15.359375,15.8515625,13.53515625,17.4296875,15.16796875,16.58203125,14.19140625,17.0546875,15.234375,18.05859375,15.5234375,17.796875,16.078125
15.78515625,16.08984375,17.09765625,15.640625,15.00390625,15.0703125,15.18359375,15.6015625,13.7265625,14.859375,14.5078125,15.6328125,14.7578125,15.57421875,15.18359375,17.2421875
14.92578125,16.0625,16.40625,16.578125,14.41796875,15.109375,15.58203125,17.94140625,14.05078125,15.1875,14.890625,17.96875,15.390625,15.7734375,14.671875,16.98046875
16.2265625,16.3984375,16.47265625,17.19921875,17.28515625,15.39453125,14.62109375,15.8046875,15.65625,14.63671875,14.8671875,16.2890625,18.09375,15.99609375,15.5078125,16.12109375
15.0078125,13.765625,17.67578125,16.6015625,12.921875,13.49609375,15.984375,15.265625,14.15234375,13.1953125,15.875,16.29296875,15.21875,15.19140625,17.2890625,16.50390625
